21,3629,11011,14592,2ms
26,3629,11027,14598,1ms
37,3629,10986,14498,0ms
42,3629,10994,14491,0ms
67,3629,11052,14474,0ms
70,3629,11043,14459,0ms
21,34341,103927,138283,5ms
26,34341,103941,138328,7ms
37,34341,103866,138127,3ms
42,34341,103897,138148,2ms
67,34341,103975,138177,3ms
70,34341,103962,138160,3ms
21,125836,380867,506971,16ms
26,125836,380865,507059,16ms
37,125836,380442,506198,9ms
42,125836,380614,506360,8ms
67,125836,380537,506235,7ms
70,125836,380514,506216,11ms
